,title,description,published date,url,publisher,score
21,"Smith College students protest for divestment, occupy hall - Inside Higher Ed","Smith College students protest for divestment, occupy hall  Inside Higher Ed","Tue, 02 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lmluc2lkZWhpZ2hlcmVkLmNvbS9uZXdzL3N0dWRlbnRzL2ZyZWUtc3BlZWNoLzIwMjQvMDQvMDIvc21pdGgtY29sbGVnZS1zdHVkZW50cy1wcm90ZXN0LWRpdmVzdG1lbnQtb2NjdXB5LWhhbGzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.insidehighered.com', 'title': 'Inside Higher Ed'}",3
26,U-M students protest university's proposal over disruptive activities - Detroit Free Press,U-M students protest university's proposal over disruptive activities  Detroit Free Press,"Thu, 04 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5mcmVlcC5jb20vcGljdHVyZS1nYWxsZXJ5L25ld3MvZWR1Y2F0aW9uLzIwMjQvMDQvMDQvbWljaGlnYW4tdS1tLXN0dWRlbnRzLXByb3Rlc3QtdW5pdmVyc2l0eS1wcm9wb3NhbC1kaXNydXB0aXZlLWFjdGl2aXRpZXMvNzMyMTEyMjUwMDcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.freep.com', 'title': 'Detroit Free Press'}",3
27,Nineteen California college students arrested over pro-Palestine protests - The Guardian,Nineteen California college students arrested over pro-Palestine protests  The Guardian,"Sun, 07 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9lZHVjYXRpb24vMjAyNC9hcHIvMDcvcG9tb25hLWNvbGxlZ2Utc3R1ZGVudHMtYXJyZXN0ZWQtcGFsZXN0aW5lLXByb3Rlc3RzLXZhbmRlcmJpbHQtc3Vwc2Vuc2lvbnPSAXxodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vZWR1Y2F0aW9uLzIwMjQvYXByLzA3L3BvbW9uYS1jb2xsZWdlLXN0dWRlbnRzLWFycmVzdGVkLXBhbGVzdGluZS1wcm90ZXN0cy12YW5kZXJiaWx0LXN1cHNlbnNpb25z?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
29,U-M Students hold 'Day of Disruption' emergency walkout - The Michigan Daily,U-M Students hold 'Day of Disruption' emergency walkout  The Michigan Daily,"Thu, 04 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy5taWNoaWdhbmRhaWx5LmNvbS9uZXdzL2NhbXB1cy1saWZlL291ci1tb25leS1pcy1hbi1pbnN0aXR1dGlvbi1zdHVkZW50cy1ob2xkLWRheS1vZi1kaXNydXB0aW9uLXRvLXByb3Rlc3QtdW5pdmVyc2l0eXMtZHJhZnQtcG9saWN5LWRlbWFuZC1kaXZlc3RtZW50L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.michigandaily.com', 'title': 'The Michigan Daily'}",3
38,Smith trustees put out feelers to resolve College Hall sit-in - GazetteNET,Smith trustees put out feelers to resolve College Hall sit-in  GazetteNET,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmdhemV0dGVuZXQuY29tL0NvbGxlZ2UtSGFsbC1vY2N1cGF0aW9uLWdvZXMtb25lLTU0NjUxNjk10gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.gazettenet.com', 'title': 'GazetteNET'}",3
44,"UM students walk out amid divestment calls, groups blasting proposed 'anti-protest' policy - Detroit News","UM students walk out amid divestment calls, groups blasting proposed 'anti-protest' policy  Detroit News","Thu, 04 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5kZXRyb2l0bmV3cy5jb20vc3RvcnkvbmV3cy9sb2NhbC9taWNoaWdhbi8yMDI0LzA0LzA0L2dyb3Vwcy1ibGFzdC11bml2ZXJzaXR5LW1pY2hpZ2Fucy1wcm9wb3NlZC1hbnRpLXByb3Rlc3QtcG9saWN5LzczMjA0MzQ0MDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.detroitnews.com', 'title': 'Detroit News'}",3
45,California college president cracks down on protesting pro-Palestinian students: 'Immediate suspension' - Fox News,California college president cracks down on protesting pro-Palestinian students: 'Immediate suspension'  Fox News,"Sat, 06 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL2NhbGlmb3JuaWEtY29sbGVnZS1wcmVzaWRlbnQtY3JhY2tzLWRvd24tcHJvdGVzdGluZy1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudHMtaW1tZWRpYXRlLXN1c3BlbnNpb27SAYABaHR0cHM6Ly93d3cuZm94bmV3cy5jb20vdXMvY2FsaWZvcm5pYS1jb2xsZWdlLXByZXNpZGVudC1jcmFja3MtZG93bi1wcm90ZXN0aW5nLXByby1wYWxlc3Rpbmlhbi1zdHVkZW50cy1pbW1lZGlhdGUtc3VzcGVuc2lvbi5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.foxnews.com', 'title': 'Fox News'}",3
53,Students protest media coverage of Israel-Hamas war at journalism career fair - Washington Square News,Students protest media coverage of Israel-Hamas war at journalism career fair  Washington Square News,"Mon, 01 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vbnl1bmV3cy5jb20vbmV3cy8yMDI0LzA0LzAxL3N0dWRlbnRzLXByb3Rlc3Qtam91cm5hbGlzbS1jYXJlZXItZmFpci_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nyunews.com', 'title': 'Washington Square News'}",3
60,Claremont Police Arrest 20 Pro-Palestine Activists at Pomona College - The Claremont Independent,Claremont Police Arrest 20 Pro-Palestine Activists at Pomona College  The Claremont Independent,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNsYXJlbW9udGluZGVwZW5kZW50LmNvbS9wb3N0L2NsYXJlbW9udC1wb2xpY2UtYXJyZXN0LXBhbGVzdGluZS1hY3RpdmlzdHMtYXQtcG9tb25hLWNvbGxlZ2XSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.claremontindependent.com', 'title': 'The Claremont Independent'}",3
65,UWM students arrested during on-campus protest plead not guilty - WISN Milwaukee,UWM students arrested during on-campus protest plead not guilty  WISN Milwaukee,"Thu, 04 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3Lndpc24uY29tL2FydGljbGUvdXdtLXN0dWRlbnRzLWFycmVzdGVkLWR1cmluZy1vbi1jYW1wdXMtcHJvdGVzdC1wbGVhZC1ub3QtZ3VpbHR5LzYwMzk2ODIz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wisn.com', 'title': 'WISN Milwaukee'}",3
66,Abbott says pro-Palestinian student groups at Texas colleges are antisemitic. They disagree. - Texas Standard,Abbott says pro-Palestinian student groups at Texas colleges are antisemitic. They disagree.  Texas Standard,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnRleGFzc3RhbmRhcmQub3JnL3N0b3JpZXMvZ3JlZy1hYmJvdHQtYW50aXNlbWl0aXNtLW9yZGVyLXRleGFzLWNvbGxlZ2VzLXByby1wYWxlc3Rpbmlhbi1zdHVkZW50LWdyb3Vwcy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.texasstandard.org', 'title': 'Texas Standard'}",3
73,Resource Center Staff Protest Israel/Palestine Censorship - The Amherst Student,Resource Center Staff Protest Israel/Palestine Censorship  The Amherst Student,"Wed, 03 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYW1oZXJzdHN0dWRlbnQuY29tL2FydGljbGUvcmVzb3VyY2UtY2VudGVyLXN0YWZmLXByb3Rlc3QtaXNyYWVsLXBhbGVzdGluZS1jZW5zb3JzaGlwL9IBYWh0dHBzOi8vYW1oZXJzdHN0dWRlbnQuY29tL2FydGljbGUvcmVzb3VyY2UtY2VudGVyLXN0YWZmLXByb3Rlc3QtaXNyYWVsLXBhbGVzdGluZS1jZW5zb3JzaGlwL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://amherststudent.com', 'title': 'The Amherst Student'}",3
75,USF hunger strikers continue their divestment protest after a number of hospitalizations - WUSF,USF hunger strikers continue their divestment protest after a number of hospitalizations  WUSF,"Tue, 02 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy53dXNmLm9yZy91bml2ZXJzaXR5LWJlYXQvMjAyNC0wNC0wMi91c2YtaHVuZ2VyLXN0cmlrZXJzLWNvbnRpbnVlLXRoZWlyLWRpdmVzdG1lbnQtcHJvdGVzdC1hZnRlci1hLW51bWJlci1vZi1ob3NwaXRhbGl6YXRpb25z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wusf.org', 'title': 'WUSF'}",3
77,Pro-Palestinian protesters call 911 over woman's tampon - The Jerusalem Post,Pro-Palestinian protesters call 911 over woman's tampon  The Jerusalem Post,"Wed, 03 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9vbWcvYXJ0aWNsZS03OTUwNzDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.jpost.com', 'title': 'The Jerusalem Post'}",3
86,Opinion | The Dangerous Policing of Palestinian Speech on College Campuses - The New York Times,Opinion | The Dangerous Policing of Palestinian Speech on College Campuses  The New York Times,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDQvMDUvb3Bpbmlvbi9mcmVlLXNwZWVjaC1hY2FkZW1pYy1mcmVlZG9tLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
97,Student Groups Gather At The Sundial In 'All Out For Al-Shifa' Protest - Bwog,Student Groups Gather At The Sundial In 'All Out For Al-Shifa' Protest  Bwog,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYndvZy5jb20vMjAyNC8wNC9zdHVkZW50LWdyb3Vwcy1nYXRoZXItYXQtdGhlLXN1bmRpYWwtaW4tYWxsLW91dC1mb3ItYWwtc2hpZmEtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://bwog.com', 'title': 'Bwog'}",3
98,Rutgers Police Escort Jewish Students Out of Town Hall after Pro-Palestinian Protesters Call for ‘Intifada’ - National Review,Rutgers Police Escort Jewish Students Out of Town Hall after Pro-Palestinian Protesters Call for ‘Intifada’  National Review,"Fri, 05 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5uYXRpb25hbHJldmlldy5jb20vbmV3cy9ydXRnZXJzLXBvbGljZS1lc2NvcnQtamV3aXNoLXN0dWRlbnRzLW91dC1vZi10b3duLWhhbGwtYWZ0ZXItcHJvLXBhbGVzdGluaWFuLXByb3Rlc3RlcnMtY2FsbC1mb3ItaW50aWZhZGEv0gGSAWh0dHBzOi8vd3d3Lm5hdGlvbmFscmV2aWV3LmNvbS9uZXdzL3J1dGdlcnMtcG9saWNlLWVzY29ydC1qZXdpc2gtc3R1ZGVudHMtb3V0LW9mLXRvd24taGFsbC1hZnRlci1wcm8tcGFsZXN0aW5pYW4tcHJvdGVzdGVycy1jYWxsLWZvci1pbnRpZmFkYS9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nationalreview.com', 'title': 'National Review'}",3
0,Pro-Palestine protest at admitted students event results in court summons for protesters - Student Life,Pro-Palestine protest at admitted students event results in court summons for protesters  Student Life,"Sat, 13 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5zdHVkbGlmZS5jb20vbmV3cy8yMDI0LzA0LzEzL3Byby1wYWxlc3RpbmUtcHJvdGVzdC1hdC1hZG1pdHRlZC1zdHVkZW50cy1ldmVudC1yZXN1bHRzLWluLWNvdXJ0LXN1bW1vbnMtZm9yLXByb3Rlc3RlcnPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.studlife.com', 'title': 'Student Life'}",3
1,"Vanderbilt touts free speech. Israel protest, media arrest muddy image - Tennessean","Vanderbilt touts free speech. Israel protest, media arrest muddy image  Tennessean","Thu, 11 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy50ZW5uZXNzZWFuLmNvbS9zdG9yeS9uZXdzL2VkdWNhdGlvbi8yMDI0LzA0LzExL3ZhbmRlcmJpbHQtdW5pdmVyc2l0eS10b3V0cy1mcmVlLXNwZWVjaC1pc3JhZWwtc3R1ZGVudC1wcm90ZXN0LXJlcG9ydGVyLWFycmVzdC83MzE2ODgyODAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.tennessean.com', 'title': 'Tennessean'}",3
5,"Vanderbilt Divest Coalition leads student walkout in support of expelled, suspended students - The Vanderbilt Hustler","Vanderbilt Divest Coalition leads student walkout in support of expelled, suspended students  The Vanderbilt Hustler","Tue, 09 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihQFodHRwczovL3ZhbmRlcmJpbHRodXN0bGVyLmNvbS8yMDI0LzA0LzA5L3ZhbmRlcmJpbHQtZGl2ZXN0LWNvYWxpdGlvbi1sZWFkcy1zdHVkZW50LXdhbGtvdXQtaW4tc3VwcG9ydC1vZi1leHBlbGxlZC1zdXNwZW5kZWQtc3R1ZGVudHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://vanderbilthustler.com', 'title': 'The Vanderbilt Hustler'}",3
6,Protesters call for Gaza cease-fire during President Joe Biden's Madison visit • Wisconsin Examiner - Wisconsin Examiner,Protesters call for Gaza cease-fire during President Joe Biden's Madison visit • Wisconsin Examiner  Wisconsin Examiner,"Mon, 08 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tLzIwMjQvMDQvMDgvcHJvdGVzdGVycy1jYWxsLWZvci1nYXphLWNlYXNlLWZpcmUtZHVyaW5nLXByZXNpZGVudC1qb2UtYmlkZW5zLW1hZGlzb24tdmlzaXQv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://wisconsinexaminer.com', 'title': 'Wisconsin Examiner'}",3
9,"20 Pomona College protesters arrested after storming, occupying president's office - Los Angeles Times","20 Pomona College protesters arrested after storming, occupying president's office  Los Angeles Times","Sun, 07 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmxhdGltZXMuY29tL2NhbGlmb3JuaWEvc3RvcnkvMjAyNC0wNC0wNi9wb21vbmEtY29sbGVnZS1wcm90ZXN0ZXJzLWFycmVzdGVk0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.latimes.com', 'title': 'Los Angeles Times'}",3
10,BREAKING: American University places Students for Justice in Palestine chapter on disciplinary probation - The Eagle (American University),BREAKING: American University places Students for Justice in Palestine chapter on disciplinary probation  The Eagle (American University),"Mon, 08 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy50aGVlYWdsZW9ubGluZS5jb20vYXJ0aWNsZS8yMDI0LzA0L2JyZWFraW5nLWFtZXJpY2FuLXVuaXZlcnNpdHktcGxhY2VzLXN0dWRlbnRzLWZvci1qdXN0aWNlLWluLXBhbGVzdGluZS1jaGFwdGVyLW9uLWRpc2NpcGxpbmFyeS1wcm9iYXRpb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theeagleonline.com', 'title': 'The Eagle (American University)'}",3
11,Students protest for University action on Palestine - Daily Trojan Online,Students protest for University action on Palestine  Daily Trojan Online,"Tue, 09 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vZGFpbHl0cm9qYW4uY29tLzIwMjQvMDQvMDkvc3R1ZGVudHMtcHJvdGVzdC1mb3ItdW5pdmVyc2l0eS1hY3Rpb24tb24tcGFsZXN0aW5lL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://dailytrojan.com', 'title': 'Daily Trojan Online'}",3
13,Harvard Students Face Court Date Over Confrontation at HBS 'Die-In' for Palestine | News - Harvard Crimson,Harvard Students Face Court Date Over Confrontation at HBS 'Die-In' for Palestine | News  Harvard Crimson,"Fri, 12 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LnRoZWNyaW1zb24uY29tL2FydGljbGUvMjAyNC80LzEyL3N0ZWZhbmlrLWxldHRlci1oYnMtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thecrimson.com', 'title': 'Harvard Crimson'}",3
14,Nineteen California college students arrested over pro-Palestine protests - The Guardian,Nineteen California college students arrested over pro-Palestine protests  The Guardian,"Sun, 07 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9lZHVjYXRpb24vMjAyNC9hcHIvMDcvcG9tb25hLWNvbGxlZ2Utc3R1ZGVudHMtYXJyZXN0ZWQtcGFsZXN0aW5lLXByb3Rlc3RzLXZhbmRlcmJpbHQtc3Vwc2Vuc2lvbnPSAXxodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vZWR1Y2F0aW9uLzIwMjQvYXByLzA3L3BvbW9uYS1jb2xsZWdlLXN0dWRlbnRzLWFycmVzdGVkLXBhbGVzdGluZS1wcm90ZXN0cy12YW5kZXJiaWx0LXN1cHNlbnNpb25z?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
15,Pro-Palestinian students denounce UN ambassador at Elliott protest - GW Hatchet,Pro-Palestinian students denounce UN ambassador at Elliott protest  GW Hatchet,"Thu, 11 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZ3doYXRjaGV0LmNvbS8yMDI0LzA0LzExL3Byby1wYWxlc3Rpbmlhbi1zdHVkZW50cy1kZW5vdW5jZS11bi1hbWJhc3NhZG9yLWF0LWVsbGlvdHQtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://gwhatchet.com', 'title': 'GW Hatchet'}",3
19,Students gather outside Hillel in protest of Israeli officer’s visit - The Brown Daily Herald,Students gather outside Hillel in protest of Israeli officer’s visit  The Brown Daily Herald,"Wed, 10 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmJyb3duZGFpbHloZXJhbGQuY29tL2FydGljbGUvMjAyNC8wNC9zdHVkZW50cy1nYXRoZXItb3V0c2lkZS1oaWxsZWwtaW4tcHJvdGVzdC1vZi1pc3JhZWxpLW9mZmljZXJzLXZpc2l00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.browndailyherald.com', 'title': 'The Brown Daily Herald'}",3
23,Berkeley professor attempts to grab mic from Palestinian student during protest - NBC News,Berkeley professor attempts to grab mic from Palestinian student during protest  NBC News,"Thu, 11 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3ZpZGVvL2JlcmtlbGV5LXByb2Zlc3Nvci1hdHRlbXB0cy10by1ncmFiLW1pYy1mcm9tLXBhbGVzdGluaWFuLXN0dWRlbnQtZHVyaW5nLXByb3Rlc3QtMjA4ODE5NzgxOTE20gE3aHR0cHM6Ly93d3cubmJjbmV3cy5jb20vbmV3cy9hbXAtdmlkZW8vbW12bzIwODgxOTc4MTkxNg?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}",3
26,"I’m a Jewish college student. I wish external activists were promoting education, not confrontation - Forward","I’m a Jewish college student. I wish external activists were promoting education, not confrontation  Forward","Thu, 11 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZm9yd2FyZC5jb20vb3Bpbmlvbi82MDE3MDIvamV3aXNoLWNvbGxlZ2Utc3R1ZGVudC1jYW1wdXMtYW50aXNlbWl0aXNtL9IBVGh0dHBzOi8vZm9yd2FyZC5jb20vb3Bpbmlvbi82MDE3MDIvamV3aXNoLWNvbGxlZ2Utc3R1ZGVudC1jYW1wdXMtYW50aXNlbWl0aXNtLz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://forward.com', 'title': 'Forward'}",3
30,"At UC Berkeley, a Pro-Palestinian Protest Disrupts Dinner at a Dean’s Home - The New York Times","At UC Berkeley, a Pro-Palestinian Protest Disrupts Dinner at a Dean’s Home  The New York Times","Fri, 12 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDQvMTIvdXMvdWMtYmVya2VsZXktcGFsZXN0aW5pYW4tcHJvdGVzdC1mcmVlLXNwZWVjaC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
32,A UC Berkeley law professor confronts a pro-Palestinian student during a backyard dinner - NBC News,A UC Berkeley law professor confronts a pro-Palestinian student during a backyard dinner  NBC News,"Thu, 11 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy91Yy1iZXJrZWxleS1sYXctcHJvZmVzc29yLWNvbmZyb250cy1wYWxlc3Rpbmlhbi1zdHVkZW50LWJhY2t5YXJkLWRpbm5lLXJjbmExNDc0MzTSAStodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC9yY25hMTQ3NDM0?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}",3
36,UC Berkeley law student who went viral for protesting at dean's party wants refocus on Gaza - KGO-TV,UC Berkeley law student who went viral for protesting at dean's party wants refocus on Gaza  KGO-TV,"Sun, 14 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijwFodHRwczovL2FiYzduZXdzLmNvbS91Yy1iZXJrZWxleS1sYXctc3R1ZGVudC13aG8td2VudC12aXJhbC1mb3ItcHJvdGVzdGluZy1hdC1kZWFucy1wYXJ0eS13YW50cy1yZWZvY3VzLW9uLWdhemEtc2Nob29scy1haWQtdG8taXNyYWVsLzE0NjY0NzcwL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://abc7news.com', 'title': 'KGO-TV'}",3
37,MSU students take Gaza protest off campus - Mankato Free Press,MSU students take Gaza protest off campus  Mankato Free Press,"Tue, 09 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5tYW5rYXRvZnJlZXByZXNzLmNvbS9uZXdzL2xvY2FsX25ld3MvbXN1LXN0dWRlbnRzLXRha2UtZ2F6YS1wcm90ZXN0LW9mZi1jYW1wdXMvYXJ0aWNsZV9lMmYzOTU5OC1mNmI5LTExZWUtYjIyNi0zYmI0ZjU1MjBmNDkuaHRtbNIBkAFodHRwczovL3d3dy5tYW5rYXRvZnJlZXByZXNzLmNvbS9uZXdzL2xvY2FsX25ld3MvbXN1LXN0dWRlbnRzLXRha2UtZ2F6YS1wcm90ZXN0LW9mZi1jYW1wdXMvYXJ0aWNsZV9lMmYzOTU5OC1mNmI5LTExZWUtYjIyNi0zYmI0ZjU1MjBmNDkuYW1wLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mankatofreepress.com', 'title': 'Mankato Free Press'}",3
38,Student dinner at UC Berkeley law professor’s house disrupted by pro-Palestine protester - KRON4,Student dinner at UC Berkeley law professor’s house disrupted by pro-Palestine protester  KRON4,"Wed, 10 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3N0dWRlbnQtZGlubmVyLWF0LXVjLWJlcmtlbGV5LWxhdy1wcm9mZXNzb3JzLWhvdXNlLWRpc3J1cHRlZC1ieS1wcm8tcGFsZXN0aW5lLXByb3Rlc3Rlci_SAYABaHR0cHM6Ly93d3cua3JvbjQuY29tL25ld3MvYmF5LWFyZWEvc3R1ZGVudC1kaW5uZXItYXQtdWMtYmVya2VsZXktbGF3LXByb2Zlc3NvcnMtaG91c2UtZGlzcnVwdGVkLWJ5LXByby1wYWxlc3RpbmUtcHJvdGVzdGVyL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kron4.com', 'title': 'KRON4'}",3
54,Smith College students to expand war divestment protest across campus - MassLive.com,Smith College students to expand war divestment protest across campus  MassLive.com,"Tue, 09 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1hc3NsaXZlLmNvbS93ZXN0ZXJubWFzcy8yMDI0LzA0L3NtaXRoLWNvbGxlZ2Utc3R1ZGVudHMtdG8tZXhwYW5kLXByb3Rlc3RzLW1vcmUtYnJvYWRseS1hY3Jvc3MtY2FtcHVzLmh0bWzSAYUBaHR0cHM6Ly93d3cubWFzc2xpdmUuY29tL3dlc3Rlcm5tYXNzLzIwMjQvMDQvc21pdGgtY29sbGVnZS1zdHVkZW50cy10by1leHBhbmQtcHJvdGVzdHMtbW9yZS1icm9hZGx5LWFjcm9zcy1jYW1wdXMuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.masslive.com', 'title': 'MassLive.com'}",3
57,Multiple Pro-Palestinian protestors interrupt campus event featuring Nancy Pelosi - The Arizona State Press - The State Press,Multiple Pro-Palestinian protestors interrupt campus event featuring Nancy Pelosi - The Arizona State Press  The State Press,"Mon, 08 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LnN0YXRlcHJlc3MuY29tL2FydGljbGUvMjAyNC8wNC9uYW5jeS1wZWxvc2ktY29taW5nLXRvLWF60gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.statepress.com', 'title': 'The State Press'}",3
